job_id,job_title,company_name,location,employment_type,experience_level,department,salary_range,job_description,responsibilities,requirements,preferred_qualifications,required_skills,preferred_skills,status
JD-961613,Blockchain Security Engineer,CloudNova Technologies,"Gurgaon, India",Contract,Senior Level,Artificial Intelligence,?12–22 LPA,This role supports continuous improvement of applications within the Blockchain Security Engineer domain.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Cryptography, Penetration Testing, Reentrancy Attacks",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Cryptography; Penetration Testing; Reentrancy Attacks; Web3 Security,Additional role-relevant tools,Active
JD-211957,Blockchain Security Engineer,Wipro,"Mumbai, India",Full-time,Lead / Architect,Artificial Intelligence,?22–40 LPA,The position contributes to scalable and production-ready software development.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Cryptography, Penetration Testing, Reentrancy Attacks",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Cryptography; Penetration Testing; Reentrancy Attacks; Web3 Security,Additional role-relevant tools,Active
JD-735022,Blockchain Architect,Paytm,"Chennai, India",Full-time,Entry Level,Artificial Intelligence,?3–6 LPA,The position contributes to scalable and production-ready software development.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-820767,Blockchain Architect,Infosys,"Pune, India",Full-time,Mid Level,Artificial Intelligence,?6–12 LPA,The candidate will help translate requirements into effective technical implementations.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-987240,Blockchain Architect,Paytm,"Hyderabad, India",Contract,Senior Level,Artificial Intelligence,?12–22 LPA,This role supports continuous improvement of applications within the Blockchain Architect domain.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-615318,Blockchain Architect,Freshworks,"Mumbai, India",Full-time,Lead / Architect,Artificial Intelligence,?22–40 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-528436,Blockchain Architect,Infosys,"Pune, India",Contract,Entry Level,Artificial Intelligence,?3–6 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-312686,Blockchain Architect,HCL Technologies,"Bengaluru, India",Full-time,Mid Level,Artificial Intelligence,?6–12 LPA,The candidate will help translate requirements into effective technical implementations.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-613742,Blockchain Architect,NextGen Software Labs,"Pune, India",Contract,Senior Level,Artificial Intelligence,?12–22 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-913920,Blockchain Architect,Infosys,"Chennai, India",Contract,Lead / Architect,Artificial Intelligence,?22–40 LPA,The role involves working across development cycles from design to deployment.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Enterprise Web3 Integration, Regulatory Compliance, Scaling Solutions",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Enterprise Web3 Integration; Regulatory Compliance; Scaling Solutions,Additional role-relevant tools,Active
JD-878533,Blockchain Architect,Paytm,"Chennai, India",Full-time,Entry Level,Artificial Intelligence,?3–6 LPA,This role supports long-term platform evolution and stability.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Solana Engine, Custom Consensus, P2P Layer","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Solana Engine; Custom Consensus; P2P Layer; Global Node Distribution,Additional role-relevant tools,Active
